Draw Date,Winning Numbers,Mega Ball,Multiplier,Number1,Number2,Number3,Number4,Number5
2012-03-23,06 17 19 20 21,20,4.0,6,17,19,20,21
2012-03-20,01 04 06 11 14,30,4.0,1,4,6,11,14
2012-03-16,28 29 43 51 53,7,3.0,28,29,43,51,53
2012-03-13,02 08 30 36 48,31,3.0,2,8,30,36,48
2012-03-09,09 10 27 36 42,11,4.0,9,10,27,36,42
2012-03-06,20 24 31 33 36,44,4.0,20,24,31,33,36
2012-03-02,16 29 48 52 54,5,2.0,16,29,48,52,54
2012-02-28,06 15 29 39 51,36,3.0,6,15,29,39,51
2012-02-24,01 16 18 25 27,3,4.0,1,16,18,25,27
2012-02-21,09 30 39 42 47,37,3.0,9,30,39,42,47
2012-02-17,16 25 28 32 40,3,3.0,16,25,28,32,40
2012-02-14,03 05 10 26 27,27,2.0,3,5,10,26,27
2012-02-10,03 04 18 29 50,20,4.0,3,4,18,29,50
2012-02-07,17 23 30 37 45,4,4.0,17,23,30,37,45
2012-02-03,07 19 21 49 53,35,4.0,7,19,21,49,53
2012-01-31,09 17 18 28 43,9,3.0,9,17,18,28,43
2012-01-27,03 05 30 36 48,23,4.0,3,5,30,36,48
2012-01-24,10 22 24 36 49,33,4.0,10,22,24,36,49
2012-01-20,01 09 28 38 47,8,2.0,1,9,28,38,47
2012-01-17,03 15 31 36 53,27,2.0,3,15,31,36,53
2012-01-13,10 27 28 37 51,19,3.0,10,27,28,37,51
2012-01-10,04 10 16 38 48,34,3.0,4,10,16,38,48
2012-01-06,09 17 28 34 48,46,2.0,9,17,28,34,48
2012-01-03,02 03 15 22 36,23,2.0,2,3,15,22,36
2011-12-30,04 24 45 46 52,1,4.0,4,24,45,46,52
2011-12-27,23 32 33 39 43,8,3.0,23,32,33,39,43
2011-12-23,03 05 08 18 29,14,4.0,3,5,8,18,29
2011-12-20,20 24 27 45 51,31,4.0,20,24,27,45,51
2011-12-16,02 04 26 36 39,27,3.0,2,4,26,36,39
2011-12-13,05 06 22 26 41,6,4.0,5,6,22,26,41
2011-12-09,04 12 29 49 51,44,4.0,4,12,29,49,51
2011-12-06,07 21 29 35 49,39,4.0,7,21,29,35,49
2011-12-02,24 30 48 51 56,45,4.0,24,30,48,51,56
2011-11-29,17 29 43 48 52,36,4.0,17,29,43,48,52
2011-11-25,22 28 42 49 54,43,3.0,22,28,42,49,54
2011-11-22,04 16 23 33 48,38,2.0,4,16,23,33,48
2011-11-18,04 13 33 39 55,3,4.0,4,13,33,39,55
2011-11-15,03 06 24 30 33,21,4.0,3,6,24,30,33
2011-11-11,02 16 22 29 50,27,4.0,2,16,22,29,50
2011-11-08,05 31 45 47 54,4,4.0,5,31,45,47,54
2011-11-04,26 30 32 33 44,1,4.0,26,30,32,33,44
2011-11-01,27 31 39 40 46,36,3.0,27,31,39,40,46
2011-10-28,13 31 49 52 56,41,4.0,13,31,49,52,56
2011-10-25,13 33 40 44 46,8,4.0,13,33,40,44,46
2011-10-21,06 21 35 37 38,17,3.0,6,21,35,37,38
2011-10-18,24 25 45 47 53,42,2.0,24,25,45,47,53
2011-10-14,13 35 42 45 54,26,4.0,13,35,42,45,54
2011-10-11,25 34 38 44 56,27,4.0,25,34,38,44,56
2011-10-07,05 15 19 23 38,19,4.0,5,15,19,23,38
2011-10-04,03 26 40 45 52,11,3.0,3,26,40,45,52
2011-09-30,03 19 21 44 45,29,4.0,3,19,21,44,45
2011-09-27,02 20 28 36 45,37,4.0,2,20,28,36,45
2011-09-23,27 31 32 40 52,36,4.0,27,31,32,40,52
2011-09-20,06 29 38 50 51,39,4.0,6,29,38,50,51
2011-09-16,06 23 41 45 56,24,4.0,6,23,41,45,56
2011-09-13,22 31 43 48 56,45,4.0,22,31,43,48,56
2011-09-09,07 12 19 23 31,45,4.0,7,12,19,23,31
2011-09-06,01 36 38 42 49,19,4.0,1,36,38,42,49
2011-09-02,25 44 48 49 55,20,3.0,25,44,48,49,55
2011-08-30,02 22 25 28 50,18,4.0,2,22,25,28,50
2011-08-26,02 03 27 30 47,36,3.0,2,3,27,30,47
2011-08-23,11 21 44 48 49,23,3.0,11,21,44,48,49
2011-08-19,05 15 53 54 56,22,2.0,5,15,53,54,56
2011-08-16,04 38 41 42 43,44,4.0,4,38,41,42,43
2011-08-12,09 43 51 54 55,13,4.0,9,43,51,54,55
2011-08-09,11 19 39 45 54,15,4.0,11,19,39,45,54
2011-08-05,06 24 28 33 42,19,3.0,6,24,28,33,42
2011-08-02,14 17 19 20 32,28,4.0,14,17,19,20,32
2011-07-29,08 10 22 47 48,35,4.0,8,10,22,47,48
2011-07-26,20 25 35 52 55,10,3.0,20,25,35,52,55
2011-07-22,23 31 32 39 56,38,4.0,23,31,32,39,56
2011-07-19,02 09 10 16 35,40,4.0,2,9,10,16,35
2011-07-15,16 29 30 46 56,6,3.0,16,29,30,46,56
2011-07-12,03 09 11 44 49,9,4.0,3,9,11,44,49
2011-07-08,01 02 22 37 50,45,3.0,1,2,22,37,50
2011-07-05,01 10 13 18 46,19,2.0,1,10,13,18,46
2011-07-01,12 17 30 35 47,26,4.0,12,17,30,35,47
2011-06-28,12 17 27 47 48,33,4.0,12,17,27,47,48
2011-06-24,10 14 40 49 51,4,3.0,10,14,40,49,51
2011-06-21,11 24 25 31 46,17,3.0,11,24,25,31,46
2011-06-17,12 29 46 47 51,24,4.0,12,29,46,47,51
2011-06-14,09 10 20 51 53,24,4.0,9,10,20,51,53
2011-06-10,18 21 27 37 38,7,3.0,18,21,27,37,38
2011-06-07,29 32 35 47 52,13,4.0,29,32,35,47,52
2011-06-03,20 23 41 49 53,31,3.0,20,23,41,49,53
2011-05-31,28 30 31 37 55,13,3.0,28,30,31,37,55
2011-05-27,05 07 14 28 56,10,4.0,5,7,14,28,56
2011-05-24,09 12 21 42 43,42,3.0,9,12,21,42,43
2011-05-20,10 17 19 45 48,30,4.0,10,17,19,45,48
2011-05-17,01 02 17 25 48,45,4.0,1,2,17,25,48
2011-05-13,03 33 39 47 53,9,4.0,3,33,39,47,53
2011-05-10,11 16 34 40 51,34,4.0,11,16,34,40,51
2011-05-06,06 18 26 37 41,9,3.0,6,18,26,37,41
2011-05-03,01 16 29 36 50,16,2.0,1,16,29,36,50
2011-04-29,09 10 11 33 51,29,4.0,9,10,11,33,51
2011-04-26,19 29 32 38 55,15,3.0,19,29,32,38,55
2011-04-22,03 18 46 51 53,17,3.0,3,18,46,51,53
2011-04-19,20 24 32 45 51,43,4.0,20,24,32,45,51
2011-04-15,22 23 33 39 48,29,3.0,22,23,33,39,48
2011-04-12,10 23 39 41 45,15,2.0,10,23,39,41,45
2011-04-08,06 40 45 50 56,11,3.0,6,40,45,50,56
2011-04-05,01 19 20 31 36,9,2.0,1,19,20,31,36
2011-04-01,13 14 35 36 53,19,3.0,13,14,35,36,53
2011-03-29,06 15 23 34 38,43,4.0,6,15,23,34,38
2011-03-25,22 24 31 52 54,4,4.0,22,24,31,52,54
2011-03-22,01 14 35 50 53,43,4.0,1,14,35,50,53
2011-03-18,14 33 34 54 56,37,4.0,14,33,34,54,56
2011-03-15,10 11 12 28 43,45,4.0,10,11,12,28,43
2011-03-11,14 19 21 42 45,6,2.0,14,19,21,42,45
2011-03-08,03 17 19 41 55,24,4.0,3,17,19,41,55
2011-03-04,08 10 15 23 41,7,4.0,8,10,15,23,41
2011-03-01,01 12 19 20 47,25,3.0,1,12,19,20,47
2011-02-25,04 05 17 19 50,7,4.0,4,5,17,19,50
2011-02-22,15 22 23 48 55,31,4.0,15,22,23,48,55
2011-02-18,05 06 07 30 45,42,3.0,5,6,7,30,45
2011-02-15,17 18 24 35 39,18,4.0,17,18,24,35,39
2011-02-11,08 09 17 32 34,13,2.0,8,9,17,32,34
2011-02-08,25 35 36 47 48,18,2.0,25,35,36,47,48
2011-02-04,06 20 29 48 55,6,4.0,6,20,29,48,55
2011-02-01,16 22 23 26 35,31,4.0,16,22,23,26,35
2011-01-28,14 33 48 49 50,18,4.0,14,33,48,49,50
2011-01-25,05 08 31 46 50,4,4.0,5,8,31,46,50
2011-01-21,05 09 21 35 38,20,4.0,5,9,21,35,38
2011-01-18,04 27 29 38 45,5,4.0,4,27,29,38,45
2011-01-14,02 15 17 33 35,8,,2,15,17,33,35
2011-01-11,01 04 11 16 45,37,,1,4,11,16,45
2011-01-07,04 22 42 46 53,20,,4,22,42,46,53
2011-01-04,04 08 15 25 47,42,,4,8,15,25,47
2010-12-31,10 12 13 35 56,9,,10,12,13,35,56
2010-12-28,06 18 36 40 49,7,,6,18,36,40,49
2010-12-24,15 16 27 40 52,16,,15,16,27,40,52
2010-12-21,08 11 12 31 32,29,,8,11,12,31,32
2010-12-17,11 20 26 46 53,12,,11,20,26,46,53
2010-12-14,18 22 25 31 38,29,,18,22,25,31,38
2010-12-10,23 27 33 44 46,36,,23,27,33,44,46
2010-12-07,04 38 45 53 54,9,,4,38,45,53,54
2010-12-03,06 11 12 18 56,12,,6,11,12,18,56
2010-11-30,11 16 19 47 53,2,,11,16,19,47,53
2010-11-26,05 09 34 43 47,8,,5,9,34,43,47
2010-11-23,02 06 12 34 35,33,,2,6,12,34,35
2010-11-19,07 14 31 51 54,35,,7,14,31,51,54
2010-11-16,01 26 27 39 46,21,,1,26,27,39,46
2010-11-12,09 26 28 35 38,10,,9,26,28,35,38
2010-11-09,08 26 28 33 53,11,,8,26,28,33,53
2010-11-05,19 25 34 46 53,15,,19,25,34,46,53
2010-11-02,01 03 12 16 54,46,,1,3,12,16,54
2010-10-29,04 19 26 28 39,14,,4,19,26,28,39
2010-10-26,15 21 30 31 32,26,,15,21,30,31,32
2010-10-22,02 07 18 32 53,18,,2,7,18,32,53
2010-10-19,02 09 14 37 42,41,,2,9,14,37,42
2010-10-15,09 10 13 31 50,10,,9,10,13,31,50
2010-10-12,10 31 36 37 43,15,,10,31,36,37,43
2010-10-08,24 29 37 48 50,19,,24,29,37,48,50
2010-10-05,10 19 24 37 44,27,,10,19,24,37,44
2010-10-01,03 08 21 28 52,43,,3,8,21,28,52
2010-09-28,02 10 13 36 38,18,,2,10,13,36,38
2010-09-24,02 28 38 42 55,25,,2,28,38,42,55
2010-09-21,03 20 43 47 52,26,,3,20,43,47,52
2010-09-17,03 04 14 18 27,13,,3,4,14,18,27
2010-09-14,06 14 50 55 56,1,,6,14,50,55,56
2010-09-10,11 12 17 21 23,20,,11,12,17,21,23
2010-09-07,08 18 22 24 38,23,,8,18,22,24,38
2010-09-03,10 13 20 28 36,9,,10,13,20,28,36
2010-08-31,10 20 29 47 48,38,,10,20,29,47,48
2010-08-27,04 10 26 32 41,31,,4,10,26,32,41
2010-08-24,04 23 24 28 32,31,,4,23,24,28,32
2010-08-20,04 13 20 29 48,36,,4,13,20,29,48
2010-08-17,11 19 40 43 44,33,,11,19,40,43,44
2010-08-13,06 17 24 43 55,36,,6,17,24,43,55
2010-08-10,02 14 26 50 56,12,,2,14,26,50,56
2010-08-06,07 13 30 33 54,30,,7,13,30,33,54
2010-08-03,04 13 20 22 56,32,,4,13,20,22,56
2010-07-30,11 30 40 48 52,42,,11,30,40,48,52
2010-07-27,02 07 10 16 29,8,,2,7,10,16,29
2010-07-23,16 19 39 44 49,26,,16,19,39,44,49
2010-07-20,12 18 28 36 43,19,,12,18,28,36,43
2010-07-16,02 15 18 20 39,34,,2,15,18,20,39
2010-07-13,07 11 14 15 34,14,,7,11,14,15,34
2010-07-09,01 31 33 34 50,41,,1,31,33,34,50
2010-07-06,08 18 45 47 50,36,,8,18,45,47,50
2010-07-02,01 10 12 32 36,25,,1,10,12,32,36
2010-06-29,03 04 15 27 37,35,,3,4,15,27,37
2010-06-25,01 02 13 19 27,21,,1,2,13,19,27
2010-06-22,12 17 21 23 30,24,,12,17,21,23,30
2010-06-18,11 36 37 41 55,7,,11,36,37,41,55
2010-06-15,04 12 13 21 27,46,,4,12,13,21,27
2010-06-11,06 13 33 34 42,25,,6,13,33,34,42
2010-06-08,12 18 28 48 54,6,,12,18,28,48,54
2010-06-04,12 13 15 17 50,23,,12,13,15,17,50
2010-06-01,12 27 44 45 51,30,,12,27,44,45,51
2010-05-28,03 11 20 29 39,26,,3,11,20,29,39
2010-05-25,05 14 17 19 24,25,,5,14,17,19,24
2010-05-21,15 20 23 26 30,17,,15,20,23,26,30
2010-05-18,11 13 19 37 40,26,,11,13,19,37,40
2010-05-14,20 21 40 47 56,12,,20,21,40,47,56
2010-05-11,26 33 43 46 54,9,,26,33,43,46,54
2010-05-07,02 07 20 34 50,40,,2,7,20,34,50
2010-05-04,09 21 31 36 43,8,,9,21,31,36,43
2010-04-30,14 20 41 47 53,40,,14,20,41,47,53
2010-04-27,23 37 41 50 55,6,,23,37,41,50,55
2010-04-23,19 26 28 37 52,18,,19,26,28,37,52
2010-04-20,05 08 10 34 42,25,,5,8,10,34,42
2010-04-16,10 16 31 48 50,44,,10,16,31,48,50
2010-04-13,03 12 27 39 47,32,,3,12,27,39,47
2010-04-09,15 18 39 48 53,3,,15,18,39,48,53
2010-04-06,16 43 44 52 56,26,,16,43,44,52,56
2010-04-02,02 17 22 30 31,19,,2,17,22,30,31
2010-03-30,01 11 24 38 44,41,,1,11,24,38,44
2010-03-26,23 41 46 47 52,22,,23,41,46,47,52
2010-03-23,03 25 28 29 40,13,,3,25,28,29,40
2010-03-19,10 31 45 50 54,25,,10,31,45,50,54
2010-03-16,03 22 48 52 56,13,,3,22,48,52,56
2010-03-12,02 15 25 48 53,41,,2,15,25,48,53
2010-03-09,14 16 18 19 29,16,,14,16,18,19,29
2010-03-05,11 31 34 44 52,32,,11,31,34,44,52
2010-03-02,09 12 47 48 56,25,,9,12,47,48,56
2010-02-26,04 14 29 54 56,40,,4,14,29,54,56
2010-02-23,04 16 36 40 53,18,,4,16,36,40,53
2010-02-19,01 22 39 42 46,36,,1,22,39,42,46
2010-02-16,11 12 21 29 45,5,,11,12,21,29,45
2010-02-12,14 16 17 33 47,23,,14,16,17,33,47
2010-02-09,02 17 20 26 48,12,,2,17,20,26,48
2010-02-05,10 20 45 51 53,41,,10,20,45,51,53
2010-02-02,06 07 26 27 49,9,,6,7,26,27,49
2010-01-29,01 10 22 23 38,19,,1,10,22,23,38
2010-01-26,07 08 38 39 48,22,,7,8,38,39,48
2010-01-22,08 13 27 28 52,9,,8,13,27,28,52
2010-01-19,04 05 34 38 41,18,,4,5,34,38,41
2010-01-15,04 07 19 21 38,29,,4,7,19,21,38
2010-01-12,05 09 31 37 56,16,,5,9,31,37,56
2010-01-08,18 20 31 36 43,33,,18,20,31,36,43
2010-01-05,13 28 39 50 55,10,,13,28,39,50,55
2010-01-01,06 08 27 40 41,21,,6,8,27,40,41
2009-12-29,02 05 29 35 51,3,,2,5,29,35,51
2009-12-22,03 33 35 39 45,13,,3,33,35,39,45
2009-12-18,10 20 30 44 49,24,,10,20,30,44,49
2009-12-15,27 31 32 36 47,35,,27,31,32,36,47
2009-12-11,02 21 27 34 44,45,,2,21,27,34,44
2009-12-08,20 23 28 30 46,29,,20,23,28,30,46
2009-12-04,04 33 41 51 56,38,,4,33,41,51,56
2009-12-01,17 30 39 52 53,21,,17,30,39,52,53
2009-11-27,12 25 37 39 45,11,,12,25,37,39,45
2009-11-24,10 11 35 37 50,12,,10,11,35,37,50
2009-11-20,03 04 07 16 56,39,,3,4,7,16,56
2009-11-17,08 22 27 49 50,28,,8,22,27,49,50
2009-11-13,27 43 45 49 54,44,,27,43,45,49,54
2009-11-10,08 21 29 34 37,15,,8,21,29,34,37
2009-11-06,07 11 27 40 46,8,,7,11,27,40,46
2009-11-03,05 18 23 31 38,20,,5,18,23,31,38
2009-10-30,04 15 17 29 38,20,,4,15,17,29,38
2009-10-27,07 13 37 46 51,2,,7,13,37,46,51
2009-10-23,27 45 48 54 56,2,,27,45,48,54,56
2009-10-20,13 17 25 45 55,8,,13,17,25,45,55
2009-10-16,10 13 18 33 51,43,,10,13,18,33,51
2009-10-13,17 31 34 45 51,24,,17,31,34,45,51
2009-10-09,03 14 21 24 51,14,,3,14,21,24,51
2009-10-06,09 33 51 53 56,39,,9,33,51,53,56
2009-10-02,15 24 51 53 55,11,,15,24,51,53,55
2009-09-29,02 21 25 45 50,21,,2,21,25,45,50
2009-09-25,07 27 42 49 52,19,,7,27,42,49,52
2009-09-22,26 29 33 39 46,24,,26,29,33,39,46
2009-09-18,18 27 31 36 52,33,,18,27,31,36,52
2009-09-15,29 30 32 35 41,39,,29,30,32,35,41
2009-09-11,16 27 48 49 54,2,,16,27,48,49,54
2009-09-08,04 10 18 28 50,35,,4,10,18,28,50
2009-09-04,02 04 06 21 44,37,,2,4,6,21,44
2009-09-01,02 09 28 51 53,19,,2,9,28,51,53
2009-08-28,01 17 31 37 54,31,,1,17,31,37,54
2009-08-25,03 12 19 22 40,2,,3,12,19,22,40
2009-08-21,09 38 44 48 49,13,,9,38,44,48,49
2009-08-18,04 05 26 37 56,25,,4,5,26,37,56
2009-08-14,08 22 25 33 35,46,,8,22,25,33,35
2009-08-11,06 12 15 32 42,40,,6,12,15,32,42
2009-08-07,07 18 35 45 56,3,,7,18,35,45,56
2009-08-04,01 28 34 42 50,27,,1,28,34,42,50
2009-07-31,17 35 44 52 56,22,,17,35,44,52,56
2009-07-28,04 17 24 25 48,34,,4,17,24,25,48
2009-07-24,03 06 43 51 52,36,,3,6,43,51,52
2009-07-21,03 08 21 50 52,2,,3,8,21,50,52
2009-07-17,08 17 40 47 50,13,,8,17,40,47,50
2009-07-14,20 29 35 45 53,41,,20,29,35,45,53
2009-07-10,05 10 26 27 28,4,,5,10,26,27,28
2009-07-07,25 27 35 38 39,28,,25,27,35,38,39
2009-07-03,05 06 07 11 25,31,,5,6,7,11,25
2009-06-30,07 34 49 54 55,34,,7,34,49,54,55
2009-06-26,11 15 17 29 46,16,,11,15,17,29,46
2009-06-23,12 14 16 31 50,9,,12,14,16,31,50
2009-06-19,04 09 12 16 46,44,,4,9,12,16,46
2009-06-16,09 15 21 26 45,25,,9,15,21,26,45
2009-06-12,06 11 20 32 44,38,,6,11,20,32,44
2009-06-09,05 17 31 36 56,46,,5,17,31,36,56
2009-06-05,05 20 38 41 52,20,,5,20,38,41,52
2009-06-02,09 13 26 30 35,33,,9,13,26,30,35
2009-05-29,23 30 36 39 48,34,,23,30,36,39,48
2009-05-26,09 18 21 37 55,33,,9,18,21,37,55
2009-05-22,03 29 34 42 49,29,,3,29,34,42,49
2009-05-19,02 04 09 15 42,13,,2,4,9,15,42
2009-05-15,07 12 24 36 48,27,,7,12,24,36,48
2009-05-12,04 08 10 14 51,31,,4,8,10,14,51
2009-05-08,12 27 29 32 34,34,,12,27,29,32,34
2009-05-05,05 23 38 39 54,3,,5,23,38,39,54
2009-05-01,09 16 24 40 43,35,,9,16,24,40,43
2009-04-28,15 20 24 36 44,6,,15,20,24,36,44
2009-04-24,09 20 21 48 49,7,,9,20,21,48,49
2009-04-21,05 24 37 47 52,6,,5,24,37,47,52
2009-04-17,05 13 26 35 45,32,,5,13,26,35,45
2009-04-14,04 11 22 48 50,42,,4,11,22,48,50
2009-04-10,18 25 36 42 51,22,,18,25,36,42,51
2009-04-07,02 04 13 17 36,15,,2,4,13,17,36
2009-04-03,16 22 38 39 48,42,,16,22,38,39,48
2009-03-31,14 39 47 48 53,29,,14,39,47,48,53
2009-03-27,10 15 24 38 50,19,,10,15,24,38,50
2009-03-24,04 25 34 43 44,45,,4,25,34,43,44
2009-03-20,15 16 20 39 40,26,,15,16,20,39,40
2009-03-17,09 15 24 28 31,17,,9,15,24,28,31
2009-03-13,10 12 26 46 50,23,,10,12,26,46,50
2009-03-10,02 27 31 39 40,23,,2,27,31,39,40
2009-03-06,11 18 37 46 55,45,,11,18,37,46,55
2009-03-03,26 32 35 43 52,10,,26,32,35,43,52
2009-02-27,24 37 44 50 56,35,,24,37,44,50,56
2009-02-24,01 27 28 35 40,6,,1,27,28,35,40
2009-02-20,21 28 41 45 55,24,,21,28,41,45,55
2009-02-17,01 09 23 27 33,24,,1,9,23,27,33
2009-02-13,25 36 37 40 51,20,,25,36,37,40,51
2009-02-10,18 29 38 43 47,7,,18,29,38,43,47
2009-02-06,02 12 18 28 31,3,,2,12,18,28,31
2009-02-03,04 15 29 43 56,29,,4,15,29,43,56
2009-01-30,13 16 19 53 55,2,,13,16,19,53,55
2009-01-27,03 11 12 14 21,25,,3,11,12,14,21
2009-01-23,02 17 20 27 28,7,,2,17,20,27,28
2009-01-20,01 09 10 35 46,9,,1,9,10,35,46
2009-01-16,02 04 21 39 51,29,,2,4,21,39,51
2009-01-13,22 25 33 36 48,40,,22,25,33,36,48
2009-01-09,23 25 30 45 50,8,,23,25,30,45,50
2009-01-06,03 11 12 19 33,30,,3,11,12,19,33
2009-01-02,02 11 19 21 34,38,,2,11,19,21,34
2008-12-30,01 22 29 44 52,39,,1,22,29,44,52
2008-12-26,06 19 29 33 37,31,,6,19,29,33,37
2008-12-23,01 08 13 27 41,45,,1,8,13,27,41
2008-12-19,03 13 16 39 54,32,,3,13,16,39,54
2008-12-16,10 14 16 29 40,6,,10,14,16,29,40
2008-12-12,10 16 19 27 48,25,,10,16,19,27,48
2008-12-09,11 12 26 31 33,27,,11,12,26,31,33
2008-12-05,21 27 46 52 55,14,,21,27,46,52,55
2008-12-02,02 17 22 32 51,35,,2,17,22,32,51
2008-11-28,10 30 44 46 48,44,,10,30,44,46,48
2008-11-25,02 11 22 51 52,46,,2,11,22,51,52
2008-11-21,01 22 52 53 56,45,,1,22,52,53,56
2008-11-18,10 15 22 52 53,12,,10,15,22,52,53
2008-11-14,03 18 19 30 34,3,,3,18,19,30,34
2008-11-11,05 27 38 42 55,41,,5,27,38,42,55
2008-11-07,14 24 32 43 44,21,,14,24,32,43,44
2008-11-04,10 21 23 41 55,9,,10,21,23,41,55
2008-10-31,02 07 17 29 47,40,,2,7,17,29,47
2008-10-28,06 39 45 46 48,36,,6,39,45,46,48
2008-10-24,05 33 34 47 52,18,,5,33,34,47,52
2008-10-21,16 19 39 42 44,38,,16,19,39,42,44
2008-10-17,07 15 27 28 31,35,,7,15,27,28,31
2008-10-14,14 35 41 42 51,23,,14,35,41,42,51
2008-10-10,14 15 43 46 48,21,,14,15,43,46,48
2008-10-07,02 25 35 38 42,34,,2,25,35,38,42
2008-10-03,13 28 32 41 52,16,,13,28,32,41,52
2008-09-30,09 30 35 39 49,36,,9,30,35,39,49
2008-09-26,06 13 14 31 36,36,,6,13,14,31,36
2008-09-23,09 32 34 43 52,4,,9,32,34,43,52
2008-09-19,02 09 41 48 51,37,,2,9,41,48,51
2008-09-16,13 24 39 51 52,44,,13,24,39,51,52
2008-09-12,01 12 14 25 35,38,,1,12,14,25,35
2008-09-09,22 23 28 49 52,2,,22,23,28,49,52
2008-09-05,01 06 15 27 46,39,,1,6,15,27,46
2008-09-02,14 23 43 44 54,39,,14,23,43,44,54
2008-08-29,21 25 26 50 51,22,,21,25,26,50,51
2008-08-26,06 16 24 34 36,30,,6,16,24,34,36
2008-08-22,12 13 15 41 42,37,,12,13,15,41,42
2008-08-19,09 18 19 26 40,38,,9,18,19,26,40
2008-08-15,08 23 29 30 53,7,,8,23,29,30,53
2008-08-12,02 07 23 38 40,40,,2,7,23,38,40
2008-08-08,11 17 28 32 50,33,,11,17,28,32,50
2008-08-05,09 21 36 38 55,13,,9,21,36,38,55
2008-08-01,09 13 17 18 56,2,,9,13,17,18,56
2008-07-29,11 13 20 30 42,3,,11,13,20,30,42
2008-07-25,02 16 19 35 52,17,,2,16,19,35,52
2008-07-22,02 16 23 29 32,46,,2,16,23,29,32
2008-07-18,17 29 36 53 55,26,,17,29,36,53,55
2008-07-15,19 24 34 45 51,40,,19,24,34,45,51
2008-07-11,05 14 16 39 51,34,,5,14,16,39,51
2008-07-08,01 20 22 29 41,35,,1,20,22,29,41
2008-07-04,01 03 12 19 20,28,,1,3,12,19,20
2008-07-01,01 22 33 43 52,36,,1,22,33,43,52
2008-06-27,08 14 22 39 50,44,,8,14,22,39,50
2008-06-24,10 22 36 50 53,39,,10,22,36,50,53
2008-06-20,11 17 25 36 42,13,,11,17,25,36,42
2008-06-17,05 14 25 47 49,36,,5,14,25,47,49
2008-06-13,08 09 14 38 44,36,,8,9,14,38,44
2008-06-10,03 05 15 43 51,11,,3,5,15,43,51
2008-06-06,08 09 43 44 54,27,,8,9,43,44,54
2008-06-03,04 19 24 32 54,5,,4,19,24,32,54
2008-05-30,39 40 47 53 55,32,,39,40,47,53,55
2008-05-27,14 24 32 45 49,17,,14,24,32,45,49
2008-05-23,04 08 11 22 30,4,,4,8,11,22,30
2008-05-20,02 14 26 32 41,32,,2,14,26,32,41
2008-05-16,06 11 39 46 47,26,,6,11,39,46,47
2008-05-13,20 24 27 31 47,15,,20,24,27,31,47
2008-05-09,16 31 43 46 56,22,,16,31,43,46,56
2008-05-06,04 21 46 53 54,26,,4,21,46,53,54
2008-05-02,08 28 37 53 55,26,,8,28,37,53,55
2008-04-29,19 24 35 44 51,26,,19,24,35,44,51
2008-04-25,19 32 37 45 52,41,,19,32,37,45,52
2008-04-22,03 22 31 48 54,9,,3,22,31,48,54
2008-04-18,24 28 36 50 53,29,,24,28,36,50,53
2008-04-15,12 13 27 48 50,30,,12,13,27,48,50
2008-04-11,14 18 27 31 42,7,,14,18,27,31,42
2008-04-08,08 09 31 37 44,38,,8,9,31,37,44
2008-04-04,03 05 40 45 49,17,,3,5,40,45,49
2008-04-01,04 17 26 46 56,25,,4,17,26,46,56
2008-03-28,07 26 27 40 43,10,,7,26,27,40,43
2008-03-25,38 42 43 48 53,12,,38,42,43,48,53
2008-03-21,05 08 17 19 41,21,,5,8,17,19,41
2008-03-18,13 15 20 25 44,37,,13,15,20,25,44
2008-03-14,03 12 18 25 52,21,,3,12,18,25,52
2008-03-11,04 13 35 41 47,44,,4,13,35,41,47
2008-03-07,19 32 33 41 48,12,,19,32,33,41,48
2008-03-04,07 15 30 33 56,22,,7,15,30,33,56
2008-02-29,05 17 22 26 55,38,,5,17,22,26,55
2008-02-26,09 12 30 36 55,15,,9,12,30,36,55
2008-02-22,07 12 13 19 22,10,,7,12,13,19,22
2008-02-19,01 38 42 55 56,34,,1,38,42,55,56
2008-02-15,07 11 26 30 53,14,,7,11,26,30,53
2008-02-12,14 27 39 47 50,12,,14,27,39,47,50
2008-02-08,21 30 43 46 50,18,,21,30,43,46,50
2008-02-05,04 05 17 40 51,38,,4,5,17,40,51
2008-02-01,03 14 30 44 56,5,,3,14,30,44,56
2008-01-29,08 23 39 40 42,24,,8,23,39,40,42
2008-01-25,05 12 22 38 56,22,,5,12,22,38,56
2008-01-22,12 15 22 25 33,2,,12,15,22,25,33
2008-01-18,12 22 33 43 44,15,,12,22,33,43,44
2008-01-15,21 30 42 44 50,6,,21,30,42,44,50
2008-01-11,22 36 42 45 55,42,,22,36,42,45,55
2008-01-08,10 29 45 52 54,10,,10,29,45,52,54
2008-01-04,24 31 39 40 56,32,,24,31,39,40,56
2008-01-01,13 16 25 30 54,11,,13,16,25,30,54
2007-12-28,02 19 22 28 54,25,,2,19,22,28,54
2007-12-21,14 19 20 43 53,7,,14,19,20,43,53
2007-12-18,03 23 46 48 49,2,,3,23,46,48,49
2007-12-14,04 07 12 17 30,44,,4,7,12,17,30
2007-12-11,06 25 27 30 45,46,,6,25,27,30,45
2007-12-07,12 18 26 28 51,35,,12,18,26,28,51
2007-12-04,16 27 30 45 53,43,,16,27,30,45,53
2007-11-30,05 06 12 26 51,7,,5,6,12,26,51
2007-11-27,09 10 26 29 39,10,,9,10,26,29,39
2007-11-23,18 21 33 42 56,11,,18,21,33,42,56
2007-11-20,14 20 23 42 43,6,,14,20,23,42,43
